Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
5493467,MALDEN,1/9/25,Unknown,Open,2:35 PM,2025,Not reported,2,Local police,,,,,,02:00PM to 02:59PM,,,Collision with parked motor vehicle,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254530424,Dry,Not at junction,MAPC,0,0,No controls,"One-way, not divided",V1: Parked / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Other),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: W,Clear,MIDDLESEX,25000015,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle) V2:(Collision with parked motor vehicle),No,,,,,,,,234780.1991,908609.142,42.42722685,-71.07735447,7, ELM ST Rte W,,,,,,,,,,,2705,2020,0.21,131,0,16,Both sides,City or Town accepted road,Not a parkway - not on a designated truck route,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,One-way traffic,No Access Control,,99,ELM STREET,PLEASANT STREET,PLEASANT STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,All vehicles over 2.5 tons excluded,"24 Hours, 7 Days",Major Collector
5493468,MALDEN,1/4/25,Property damage only (none injured),Open,2:51 PM,2025,No Apparent Injury (O),2,Local police,,65-74,65-74,,,02:00PM to 02:59PM,D2: (No improper driving) ,D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Dusk,Rear-end,4,,,, PW20254530436,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Backing,,V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: U,Clear,MIDDLESEX,25000008,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,238507.7411,909051.6719,42.43103553,-71.03202911,1350, EASTERN AV Rte W,,,,,,,,,,,16878,2020,0.558,777,0.155,186,Both sides,City or Town accepted road,,6,6,0,No Shoulder,28,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,35,0,0,,,Principal Arterial - Other
5493469,MALDEN,1/4/25,Unknown,Open,10:56 AM,2025,Not reported,1,Local police,,,,,,10:00AM to 10:59AM,,,Collision with parked motor vehicle,Yes,Unknown,Unknown,4,,,, PW20254530423,Unknown,Not at junction,MAPC,0,0,No controls,Unknown,V1: Parked,V1:(Passenger car),V1:(No),V1:(No),V1: Not Reported,Unknown,MIDDLESEX,25000007,"V1:(No, not federally reportable)","No, not federally reportable",Unknown,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic),No,,,,,,,,235282.2107,908202.8881,42.42354698,-71.07127899,99, CHARLES ST Rte 6,,,,,,,,,,,14942,2020,0.477,732,0.068,89,Both sides,City or Town accepted road,,7,7,0,No Shoulder,45,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,CHARLES STREET,MAIN STREET,FELLSWAY,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Minor Arterial
5493470,MALDEN,1/14/25,Property damage only (none injured),Open,1:24 PM,2025,No Apparent Injury (O),2,Local police,,21-24,25-34,,,01:00PM to 01:59PM,"D1: (Unknown),(Unknown)  / D2: (Unknown),(Unknown) ",,Collision with parked motor vehicle,Yes,Daylight,Angle,4,,,, PW20254530435,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Unknown,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: W,Clear/Clear,MIDDLESEX,25000027,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Unknown,At Address,No hit and run,,V1:(Unknown) / V2:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",20,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235079.5826,908620.3895,42.42731469,-71.07371577,215, PLEASANT ST Rte W,,,,,,,,,,,14655,2020,0.477,718,0.068,88,Both sides,City or Town accepted road,,10,10,0,No Shoulder,38,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,PLEASANT STREET,COMMERCIAL STREET,MEDFORD CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5493471,MALDEN,1/8/25,Non-fatal injury,Open,11:28 AM,2025,Suspected Minor Injury (B),1,Local police,,35-44,35-44,35-44,35-44,11:00AM to 11:59AM,D1: (No improper driving) ,,Collision with pedestrian,Yes,Daylight,Single vehicle crash,4, VU2: Entering or crossing location, VU2: Marked crosswalk at intersection (includes use of paint raised or other roadway material), VU2: Pedestrian, PW20254530426,Dry,Not at junction,MAPC,0,1,No controls,"Two-way, not divided",V1: Turning left,"V1:(Bus (seats for 9-15 people, including driver))",V1:(No),V1:(No),V1: E,Clear,MIDDLESEX,25000012,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with pedestrian),None,"Yes, school bus involved",25,"Yes, device functioning", V1:(Collision with pedestrian),No, VU2:(Crossing Roadway),, VU2: None,, VU2:(None),,,237416.4503,909445.3407,42.43463268,-71.04526542,14, HARTSHORN ST Rte E,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,24,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,One-way traffic,No Access Control,,,HARTSHORN STREET,LEBANON STREET,LAUREL STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5493472,MALDEN,1/7/25,Unknown,Open,5:26 PM,2025,Not reported,1,Local police,,,,,,05:00PM to 05:59PM,,,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254530439,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked,"V1:(Light truck(van, mini-van, pickup, sport utility))",V1:(No),V1:(No),V1:,Clear,MIDDLESEX,25000011,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic),No,,,,,,,,238618.8396,909162.3434,42.43202636,-71.03067159,162, OLIVER ST Rte E,,,,,,,,,,,2826,2020,0.21,137,0,17,Both sides,City or Town accepted road,,10,9,0,No Shoulder,31,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,OLIVER STREET,WESCOTT STREET,LYNN STREET,MALDEN,Fair,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5493473,MALDEN,1/3/25,Unknown,Open,2:50 PM,2025,Not reported,2,Local police,,,,,,02:00PM to 02:59PM,,,Collision with parked motor vehicle,Yes,Daylight,Angle,4,,,, PW20254530427,Dry,Not at junction,MAPC,0,0,Stop signs,"One-way, not divided",V1: Travelling straight ahead / V2: Parked,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: Not Reported,Clear,MIDDLESEX,25000005,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,"Yes, hit and run",,V1:(Collision with parked motor vehicle) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235891.2253,908904.756,42.42983777,-71.06383525,43, TREMONT ST Rte N,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,One-way traffic,No Access Control,,,TREMONT STREET,DEAD END,SALEM STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5493474,MALDEN,1/11/25,Unknown,Open,10:37 AM,2025,Not reported,1,Local police,,,,,,10:00AM to 10:59AM,,,Collision with parked motor vehicle,Yes,Daylight,Unknown,4,,,, PW20254530425,Snow,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked,V1:(Passenger car),V1:(No),V1:(No),V1: N,Snow,MIDDLESEX,25000021,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic),No,,,,,,,,236626.3561,907839.3057,42.42021184,-71.05496936,488, FERRY ST Rte N,,,,,,,,,,,7281,2020,0.477,356,0.068,44,Both sides,City or Town accepted road,,10,10,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,FERRY STREET,EVERETT CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5493475,MALDEN,1/15/25,Non-fatal injury,Open,1:49 PM,2025,Possible Injury (C),2,Local police,,18-20,65-74,,,01:00PM to 01:59PM,D1: (Unknown)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254530437,Unknown,Four-way intersection,MAPC,0,2,Unknown,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: N,Clear,MIDDLESEX,25000032,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,234760.3752,907543.2502,42.417632,-71.0776595,, MEDFORD STREET / PEARL STREET,,,,,,,,,,,18609,2020,0.477,912,0.068,111,Both sides,City or Town accepted road,,7,7,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,MEDFORD STREET,MEDFORD CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Minor Arterial
5493476,MALDEN,1/11/25,Unknown,Open,7:54 AM,2025,Not reported,2,Local police,,,,,,07:00AM to 07:59AM,,,Collision with parked motor vehicle,Yes,Daylight,Unknown,4,,,, PW20254530428,Snow,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked / V2: Unknown,"V1:(Passenger car) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: U,Snow,MIDDLESEX,25000019,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with parked motor vehicle),"Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),No,,,,,,,,238811.4193,909565.2522,42.43564398,-71.02830418,1238, SALEM ST Rte S,,,,,,,,,,,2835,2020,0.21,139,0,17,Both sides,City or Town accepted road,,8,8,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,SALEM STREET,MAIN STREET ,,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5493477,MALDEN,1/18/25,Unknown,Open,8:19 PM,2025,Not reported,2,Local police,,,,,,08:00PM to 08:59PM,,,Collision with parked motor vehicle,Yes,Dark - lighted roadway,Unknown,4,,,, PW20254530438,Wet,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Unknown / V2: Parked,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: U  / V2: N,Rain,MIDDLESEX,25000044,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,"Yes, hit and run",,V1:(Unknown) / V2:(Other),Unknown,"No, school bus not involved",25,Not reported, V2:(Other),No,,,,,,,,236840.7628,909477.6413,42.43495088,-71.05225975,48, PRESTON ST Rte N,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Surface-treated road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,PRESTON STREET,FAIRVIEW AVENUE,HAVELOCK STREET,MALDEN,Deficient,Mountainous Terrain,,,,,0,0,,,Local
5493478,MALDEN,1/20/25,Non-fatal injury,Open,5:47 AM,2025,Suspected Serious Injury (A),1,Local police,,25-34,25-34,65-74,65-74,05:00AM to 05:59AM,D1: (Unknown) ,D1: Not Distracted,Collision with pedestrian,Yes,Dark - lighted roadway,Single vehicle crash,4," VU3: Walking, running or cycling", VU3: In roadway, VU3: Pedestrian, PW20254530443,Snow,T-intersection,MAPC,0,1,No controls,"Two-way, not divided",V1: Travelling straight ahead,V1:(Passenger car),V1:(No),V1:(No),V1: N,"Snow/Sleet, hail (freezing rain or drizzle)",MIDDLESEX,25000048,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with pedestrian),"Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved",25,"Yes, device functioning", V1:(Collision with pedestrian),No, VU3:(Walking/Cycling Along Roadway with Traffic (In or Adjacent to Travel Lane)),,,,,,,235678.0625,907877.0624,42.42059571,-71.06648912,, MAIN ST Rte N  / WILSON AV Rte E,,,,,,,,,,,10345,2020,0.164,213,0.01,28,Both sides,City or Town accepted road,,10,10,0,No Shoulder,34,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,MAIN STREET,MELROSE CITY LINE,EVERETT CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,30,0,0,,,Principal Arterial - Other
5493479,MALDEN,1/20/25,Unknown,Open,12:01 PM,2025,Not reported,2,Local police,,,,,,12:00PM to 12:59PM,,,Collision with parked motor vehicle,Yes,Unknown,Unknown,4,,,, PW20254530440,Unknown,Not at junction,MAPC,0,0,Unknown,"Two-way, not divided",V1: Parked / V2: Unknown,V1:(Passenger car) / V2:(Other),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: Not Reported / V2: U,Unknown,MIDDLESEX,25000054,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with parked motor vehicle),Unknown,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle) V2:(Collision with parked motor vehicle),No,,,,,,,,234414.2154,908757.0715,42.42857483,-71.08179298,208, MAPLE ST Rte W,,,,,,,,,,,2581,2020,0.561,182,0.055,12,Both sides,City or Town accepted road,,10,10,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,1,30,MAPLE STREET,SUMMER STREET,FELLSWAY EAST,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5493480,MALDEN,1/16/25,Non-fatal injury,Open,4:58 AM,2025,Possible Injury (C),2,Local police,,25-34,45-54,,,04:00AM to 04:59AM,D1: (No improper driving)  / D2: (No improper driving) ,D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Head-on,4,,,, PW20254530442,Dry,Four-way intersection,MAPC,0,3,Traffic control signal,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: N,Clear,MIDDLESEX,25000033,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",20,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,236224.2969,907412.4378,42.41638772,-71.05988128,, BELMONT ST Rte W  / HANCOCK ST Rte N,,,,,,,,,,,2822,2020,0.21,137,0,17,Both sides,City or Town accepted road,,8,8,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,BELMONT STREET,FERRY STREET,MAIN STREET,MALDEN,Good,Rolling Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5493481,MALDEN,1/17/25,Property damage only (none injured),Open,4:41 PM,2025,No Apparent Injury (O),2,Local police,,21-24,55-64,,,04:00PM to 04:59PM,D1: (Unknown)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, opposite direction",4,,,, PW20254530441,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: E,Clear,MIDDLESEX,25000037,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235886.6136,907706.3972,42.41904972,-71.06396574,32, CROSS ST Rte W,,,,,,,,,,,2818,2020,0.21,137,0,17,Both sides,City or Town accepted road,,9,9,0,No Shoulder,42,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,CROSS STREET,MAIN STREET,BRYANT STREET,MALDEN,Good,Rolling Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
